entry_time,entry_price,trade_type,stop_loss_price,target_price,amount_risked,exit_time,exit_price,exit_reason,pl,dollar_pl,percent_pl,win_or_loss,position_size
2023-06-23 10:25:00-04:00,259.025,Short,259.6646312913694,257.1061061258917902705434244,-1.496156749477460305381753212E+60,2023-06-23 10:30:00-04:00,258.3853687086305967568478082,Other,0.6396312913694032431521918,-1.496156749477460305381753066E+60,99.99999999999999999999999024,Win,-2.339092489165593297797324054E+60
2023-06-27 11:00:00-04:00,247.655,Long,247.27097534415148,248.8070739675455581618734868,-6.807564751760793064470426284E+60,2023-06-27 11:05:00-04:00,248.0390246558485193872911622,Other,0.3840246558485193872911622748,-6.807564751760793064470424958E+60,99.99999999999999999999998052,Loss,-1.772689500032017209995016069E+61
2023-06-27 14:10:00-04:00,248.07,Short,249.002437645487,245.2726870635390230290795444,-3.001226631117002665906340725E+59,2023-06-27 14:15:00-04:00,247.1375623545130076763598482,Other,0.9324376454869923236401518,-3.001226631117002665906340466E+59,99.99999999999999999999999137,Win,-3.218688826693098512898923731E+59
2023-06-28 11:00:00-04:00,255.325,Short,255.81394080040195,253.8581775987941455241525546,-2.993221659001597016014197268E+60,2023-06-28 11:05:00-04:00,254.8360591995980485080508516,Other,0.4889408004019514919491484,-2.993221659001597016014196802E+60,99.99999999999999999999998443,Win,-6.121848813886897456267167431E+60
2023-06-30 11:50:00-04:00,263.085,Long,262.48586465852094,264.8824060244371844419219997,-7.820951485286412921128771322E+62,2023-06-30 11:55:00-04:00,263.6841353414790614806406666,Other,0.5991353414790614806406665593,-7.820951485286412921128771854E+62,100.0000000000000000000000068,Loss,-1.305373084148089554330629828E+63
2023-07-14 10:05:00-04:00,282.635,Long,282.13413168092404,284.1376049572278725463547744,-1.424320360038660858745676897E+64,2023-07-14 10:10:00-04:00,283.1358683190759575154515914,Other,0.5008683190759575154515914619,-1.424320360038660858745676721E+64,99.99999999999999999999998764,Loss,-2.843702238277642595402360904E+64
2023-07-19 12:05:00-04:00,296.58,Long,292.9656678052329,307.4229965843013087578583509,-2.937489733214241485102554347E+65,2023-07-19 12:10:00-04:00,300.1943321947671029192861170,Other,3.614332194767102919286116958,-2.937489733214241485102554381E+65,100.0000000000000000000000012,Loss,-8.127337430320305135240568104E+64
2023-07-19 12:15:00-04:00,294.92,Long,292.9656678052329,300.7829965843013087578583509,-5.175637106102546979718599629E+64,2023-07-19 12:20:00-04:00,296.8743321947671029192861170,Other,1.954332194767102919286116958,-5.175637106102546979718599740E+64,100.0000000000000000000000021,Loss,-2.648289333799429034349096829E+64
2023-07-21 15:35:00-04:00,258.68,Long,258.2631626757234,259.9305119728298632253427058,-8.043333978950199703334253727E+65,2023-07-21 15:40:00-04:00,259.0968373242766210751142352,Other,0.4168373242766210751142352819,-8.043333978950199703334252147E+65,99.99999999999999999999998036,Loss,-1.929609828704420972067782163E+66
2023-07-25 09:45:00-04:00,268.565,Short,269.4266234197462,265.9801297407614219991955906,-1.962557932613485295953709224E+65,2023-07-25 09:50:00-04:00,267.7033765802538073330651968,Other,0.8616234197461926669348032,-1.962557932613485295953709388E+65,100.0000000000000000000000084,Win,-2.277744415526209270707337553E+65
